,,,,,,,,,,,,,,,,,,
VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2015-01-15 14:00:45,2015-01-15 14:10:24,1,1.20,-73.994003295898400,40.751350402832000,1,N,-73.981353759765600,40.761123657226600,2,8.5,0,0.5,0,0,0.3,9.3
2,2015-01-15 14:00:45,2015-01-15 14:16:31,2,1.18,-74.006416320800800,40.739654541015600,1,N,-73.989913940429700,40.738395690918000,1,10.5,0,0.5,2.1,0,0.3,13.4
2,2015-01-15 14:00:45,2015-01-15 14:47:12,1,10.89,-74.00640869140630,40.739765167236300,1,N,-73.871192932128900,40.774211883544900,1,40.5,0,0.5,9.17,5.33,0.3,55.8
2,2015-01-15 14:00:46,2015-01-15 14:41:54,6,10.39,-73.993095397949200,40.747257232666000,1,N,-73.864830017089800,40.770320892334000,1,38,0,0.5,10.83,5.33,0.3,54.96
2,2015-01-15 14:00:46,2015-01-15 14:33:02,5,2.96,-73.962730407714800,40.774169921875,1,N,-73.993331909179700,40.749870300293000,2,20.5,0,0.5,0,0,0.3,21.3
2,2015-01-15 14:00:46,2015-01-15 14:10:09,1,1.18,-73.982559204101600,40.773200988769500,1,N,-73.964126586914100,40.76470947265630,1,8,0,0.5,1.6,0,0.3,10.4
2,2015-01-15 14:00:46,2015-01-15 14:14:51,1,1.62,-73.976181030273400,40.751205444335900,1,N,-73.986373901367200,40.766586303710900,1,10.5,0,0.5,2.1,0,0.3,13.4
2,2015-01-15 14:00:47,2015-01-15 14:16:01,1,1.56,-73.959274291992200,40.774375915527300,1,N,-73.976394653320300,40.762939453125,2,10.5,0,0.5,0,0,0.3,11.3
2,2015-01-15 14:00:47,2015-01-15 14:23:36,5,4.96,-73.972862243652300,40.743522644043000,1,N,-73.91412353515630,40.764968872070300,2,19,0,0.5,0,0,0.3,19.8
1,2015-01-26 12:41:08,2015-01-26 12:48:47,2,1.00,-73.966636657714800,40.804656982421900,1,N,-73.95440673828130,40.808372497558600,1,7,0,0.5,1.55,0,0.3,9.35
1,2015-01-26 12:41:09,2015-01-26 12:55:10,1,4.30,-73.966644287109400,40.804416656494100,1,N,-73.991127014160200,40.761070251464800,2,15.5,0,0.5,0,0,0.3,16.3
1,2015-01-26 12:41:09,2015-01-26 12:45:08,1,0.50,-73.982810974121100,40.745254516601600,1,N,-73.98004150390630,40.7520751953125,2,4.5,0,0.5,0,0,0.3,5.3
1,2015-01-26 12:41:09,2015-01-26 12:45:39,1,0.80,-73.991493225097700,40.738937377929700,1,N,-73.988594055175800,40.730510711669900,2,5,0,0.5,0,0,0.3,5.8
1,2015-01-26 12:41:10,2015-01-26 13:05:04,1,1.10,-73.982391357421900,40.757408142089800,1,N,-73.968620300293000,40.761520385742200,1,14.5,0,0.5,3.05,0,0.3,18.35
1,2015-01-26 12:41:10,2015-01-26 13:00:55,1,2.90,-73.973075866699200,40.780361175537100,1,N,-73.986259460449200,40.74664306640630,2,14,0,0.5,0,0,0.3,14.8
1,2015-01-26 12:41:11,2015-01-26 12:44:41,1,0.30,-73.971817016601600,40.756900787353500,1,N,-73.97454833984380,40.751735687255900,2,4,0,0.5,0,0,0.3,4.8
1,2015-01-26 12:41:12,2015-01-26 12:59:47,1,3.50,-73.973472595214800,40.743923187255900,1,N,-73.982017517089800,40.779735565185500,1,15,0,0.5,3.15,0,0.3,18.95
1,2015-01-26 12:41:12,2015-01-26 12:49:49,1,1.20,-74.012680053710900,40.706836700439500,1,N,-74.016044616699200,40.714859008789100,2,8,0,0.5,0,0,0.3,8.8
1,2015-01-26 12:41:13,2015-01-26 12:51:16,1,1.30,-73.976394653320300,40.748401641845700,1,N,-73.994049072265600,40.746162414550800,1,8,0,0.5,1,0,0.3,9.8
1,2015-01-26 12:41:14,2015-01-26 12:52:40,1,1.90,-73.989250183105500,40.741985321044900,1,N,-74.002586364746100,40.760768890380900,1,10,0,0.5,2.7,0,0.3,13.5
1,2015-01-26 12:41:14,2015-01-26 12:48:18,1,1.00,-73.987350463867200,40.749446868896500,1,N,-74.004074096679700,40.755832672119100,1,6.5,0,0.5,1.46,0,0.3,8.76
1,2015-01-26 12:41:15,2015-01-26 12:59:22,1,8.10,-73.863845825195300,40.769794464111300,1,N,-73.962272644043000,40.711654663085900,1,24.5,0,0.5,5.05,0,0.3,30.35
1,2015-01-26 12:41:15,2015-01-26 12:46:18,1,1.00,-73.969284057617200,40.761135101318400,1,N,-73.9725341796875,40.749546051025400,2,5.5,0,0.5,0,0,0.3,6.3
1,2015-01-26 12:41:15,2015-01-26 12:47:11,2,1.60,-74.007255554199200,40.728683471679700,1,N,-73.99505615234380,40.750003814697300,1,7,0,0.5,1.95,0,0.3,9.75
1,2015-01-26 12:41:16,2015-01-26 12:54:54,1,1.60,-73.981201171875,40.733184814453100,1,N,-73.978553771972700,40.748088836669900,1,10,0,0.5,1,0,0.3,11.8
1,2015-01-26 12:41:17,2015-01-26 13:00:18,1,3.20,-73.992294311523400,40.753837585449200,1,N,-73.996299743652300,40.740497589111300,1,14.5,0,0.5,3.05,0,0.3,18.35
1,2015-01-26 12:41:18,2015-01-26 12:46:41,1,1.00,-73.967483520507800,40.766010284423800,1,N,-73.960952758789100,40.777950286865200,1,6,0,0.5,1,0,0.3,7.8
1,2015-01-26 12:41:19,2015-01-26 12:56:36,1,2.20,-73.957595825195300,40.774528503418000,1,N,-73.984588623046900,40.769756317138700,2,12,0,0.5,0,0,0.3,12.8
1,2015-01-26 12:41:20,2015-01-26 12:47:38,1,0.70,-73.952323913574200,40.777046203613300,1,N,-73.962356567382800,40.777336120605500,2,6,0,0.5,0,0,0.3,6.8
1,2015-01-26 12:41:21,2015-01-26 13:07:25,1,4.20,-73.986282348632800,40.746837615966800,1,N,-73.944664001464800,40.795005798339800,2,19.5,0,0.5,0,0,0.3,20.3
1,2015-01-26 12:41:21,2015-01-26 13:03:26,2,16.30,-73.998390197753900,40.761680603027300,3,N,-74.177238464355500,40.695041656494100,1,60.5,0,0,15.3,15.75,0.3,91.85
2,2015-01-07 14:58:06,2015-01-07 15:23:00,1,3.12,-73.968963623046900,40.764144897460900,1,N,-73.992996215820300,40.727001190185500,1,17,0,0.5,2.22,0,0.3,20.02
1,2015-01-15 10:26:13,2015-01-15 10:30:49,1,0.80,-73.972236633300800,40.745594024658200,1,N,-73.964668273925800,40.756019592285200,1,5.5,0,0.5,1,0,0.3,7.3
1,2015-01-15 10:26:14,2015-01-15 10:42:16,1,1.90,-73.949485778808600,40.772071838378900,1,N,-73.970726013183600,40.758392333984400,2,12.5,0,0.5,0,0,0.3,13.3
1,2015-01-15 10:26:14,2015-01-15 10:51:03,1,2.60,-73.961761474609400,40.764270782470700,1,N,-73.989219665527300,40.7420654296875,1,16,0,0.5,3.35,0,0.3,20.15
1,2015-01-15 10:26:14,2015-01-15 10:38:13,1,0.80,-73.993438720703100,40.742000579834000,1,N,-73.987449645996100,40.752021789550800,1,8.5,0,0.5,1.85,0,0.3,11.15
1,2015-01-15 10:26:14,2015-01-15 10:49:00,2,6.80,-73.972976684570300,40.761135101318400,1,N,-74.009712219238300,40.709564208984400,1,23,0,0.5,4.5,0,0.3,28.3
1,2015-01-15 10:26:15,2015-01-15 10:34:40,1,1.30,-73.947639465332000,40.775142669677700,1,N,-73.960693359375,40.760807037353500,1,7.5,0,0.5,1,0,0.3,9.3
1,2015-01-15 10:26:15,2015-01-15 10:35:33,1,0.70,-73.98516845703130,40.751213073730500,1,N,-73.979515075683600,40.761886596679700,2,7.5,0,0.5,0,0,0.3,8.3
1,2015-01-15 10:26:15,2015-01-15 10:33:37,1,0.30,-73.983871459960900,40.742454528808600,1,N,-73.9873046875,40.744060516357400,2,6,0,0.5,0,0,0.3,6.8
1,2015-01-15 10:26:15,2015-01-15 10:36:03,1,1.40,-73.968154907226600,40.762359619140600,1,N,-73.981643676757800,40.7470703125,1,8,0,0.5,1.2,0,0.3,10
1,2015-01-15 10:26:16,2015-01-15 10:32:04,1,1.20,-74.005546569824200,40.726776123046900,1,N,-74.013481140136700,40.713657379150400,1,6.5,0,0.5,1.45,0,0.3,8.75
1,2015-01-15 10:26:16,2015-01-15 11:08:10,2,12.60,-73.862739562988300,40.768844604492200,1,N,-73.98956298828130,40.758838653564500,2,40,0,0.5,0,5.33,0.3,46.13
1,2015-01-15 10:26:16,2015-01-15 10:26:42,2,0.00,-73.987655639648400,40.743644714355500,5,N,-73.98748779296880,40.743484497070300,1,60,0,0,15,0,0.3,75.3
1,2015-01-15 10:26:17,2015-01-15 10:27:28,1,0.00,-73.946525573730500,40.744991302490200,1,N,-73.946525573730500,40.744991302490200,2,3,0,0.5,0,0,0.3,3.8
2,2015-01-07 14:58:07,2015-01-07 15:05:03,1,1.08,-73.988105773925800,40.769050598144500,1,N,-73.981513977050800,40.759346008300800,1,6.5,0,0.5,1.62,0,0.3,8.92
2,2015-01-07 14:58:07,2015-01-07 15:10:17,2,1.58,-73.981956481933600,40.769260406494100,1,N,-73.973464965820300,40.789775848388700,1,9.5,0,0.5,1,0,0.3,11.3
2,2015-01-07 14:58:07,2015-01-07 15:04:51,1,0.96,-73.965858459472700,40.790523529052700,1,N,-73.953239440918000,40.785488128662100,1,6.5,0,0.5,1.95,0,0.3,9.25
2,2015-01-07 14:58:08,2015-01-07 15:02:05,1,0.77,-73.99652099609380,40.725681304931600,1,N,-73.989036560058600,40.730686187744100,1,5,0,0.5,1,0,0.3,6.8
2,2015-01-07 14:58:08,2015-01-07 15:06:36,1,0.98,-73.948692321777300,40.777782440185500,1,N,-73.955284118652300,40.786869049072300,1,7,0,0.5,1.4,0,0.3,9.2
2,2015-01-07 14:58:08,2015-01-07 15:02:37,2,0.79,-73.960136413574200,40.656997680664100,1,N,-73.946861267089800,40.657154083252000,2,5,0,0.5,0,0,0.3,5.8
2,2015-01-07 14:58:09,2015-01-07 15:12:55,3,4.39,-73.988662719726600,40.722705841064500,1,N,-73.987220764160200,40.694408416748000,2,15.5,0,0.5,0,0,0.3,16.3
2,2015-01-07 14:58:10,2015-01-07 15:24:07,1,3.37,-73.964103698730500,40.767852783203100,1,N,-73.994270324707000,40.745235443115200,1,18,0,0.5,3.6,0,0.3,22.4
2,2015-01-07 14:58:10,2015-01-07 15:16:03,1,1.53,-73.953178405761700,40.782730102539100,1,N,-73.953292846679700,40.766532897949200,1,12,0,0.5,2.4,0,0.3,15.2
